1000;0.00399;0;0;
2000;0.020913;0;0.000998;
3000;0.046914;0;0.002026;
4000;0.083373;0.000996;0.001994;
5000;0.130624;0;0.001994;
6000;0.182512;0.000998;0.002992;
10000;0.533086;0.001995;0.004988;
20000;2.16889;0.001001;0.010975;
30000;4.83846;0.000994;0.014953;
40000;8.55794;0.006982;0.018952;
45000;10.867;0.00598;0.020967;
50000;13.3311;0.006981;0.023941;
60000;19.3642;0.010972;0.028923;
65000;22.5184;0.010978;0.030917;
70000;26.3485;0.008968;0.032912;
